ChapterNum,Title,Title,Para,Para,ParaShifted,CharacterCountDifference,LevenshteinDistance,AboveLevCharThreshold
CG58065,CG58065 TCGA92/S138A Does Not Apply: Example,CG58065 TCGA92/S138A Does Not Apply: Example,In this example the conditions for an earn-out right being treated as a security by TCGA92/S138A are not met - the deferred consideration could be satisfied either in shares or in cash. The right cannot be treated as a security even though the deferred consideration is actually satisfied in shares. The possibility of the receipt of cash means that the right is not an ‘earn-out right’ - TCGA92/S138A (1)(d).,"This example illustrates the most common type of transaction. The consideration to be received is immediate cash, immediate shares and an unascertainable deferred amount of shares.",False,229,379,True
CG58065,CG58065 TCGA92/S138A Does Not Apply: Example,CG58065 TCGA92/S138A Does Not Apply: Example,Illustrative indexation factors have been provided for the purposes of this example only. Indexation allowance does not apply to Capital Gains Tax disposals from 2008-09.,"NOTE From 6 April 2008 only companies and other concerns within the charge to Corporation Tax may be able to claim indexation allowance, see CG17207.",False,21,183,True
CG58065,CG58065 TCGA92/S138A Does Not Apply: Example,CG58065 TCGA92/S138A Does Not Apply: Example,"In year 0 the taxpayer acquires all the shares in T Ltd for £100,000.",FACTS,False,64,68,True
CG58065,CG58065 TCGA92/S138A Does Not Apply: Example,CG58065 TCGA92/S138A Does Not Apply: Example,In year 10 the taxpayer sells all the shares in T Ltd at arm’s length to P Ltd.,"In year 0 V Ltd acquires all the shares in T Ltd for £100,000.",False,17,50,True
CG58065,CG58065 TCGA92/S138A Does Not Apply: Example,CG58065 TCGA92/S138A Does Not Apply: Example,"cash 500,000, plus",The consideration is,False,2,32,True
CG58065,CG58065 TCGA92/S138A Does Not Apply: Example,CG58065 TCGA92/S138A Does Not Apply: Example,"80,000 shares in P Ltd at market value of £2.25 each (total £180,000), plus","cash £500,000, and",False,57,75,True
CG58065,CG58065 TCGA92/S138A Does Not Apply: Example,CG58065 TCGA92/S138A Does Not Apply: Example,"the right to two payments of future consideration, the amount depending on future profits of T Ltd, to be satisfied either by the issue of shares in P Ltd, or in cash if P Ltd so decides. The market value of the right to deferred consideration at the time of disposal is agreed by Shares and Assets Valuation at £300,000.","80,000 shares in P Ltd at market value of £2.25 each (total £180,000), and",False,247,283,True
CG58065,CG58065 TCGA92/S138A Does Not Apply: Example,CG58065 TCGA92/S138A Does Not Apply: Example,"The further consideration is paid in the form of shares. In year 11 shares in P Ltd to the value of £202,940 (73,000 shares at £2.78 each) are issued to the vendor in part satisfaction of the right to deferred consideration. The market value of the remainder of the right at year 11 is agreed by Shares and Assets Valuation at £90,000.","the right to two payments of deferred consideration, the amount depending on future profits of T Ltd, to be satisfied only by an issue of shares in P Ltd.",False,181,357,True
CG58065,CG58065 TCGA92/S138A Does Not Apply: Example,CG58065 TCGA92/S138A Does Not Apply: Example,P Ltd is a quoted company. But the conditions for the earn-out right to be treated as a security by TCGA92/S138A are not met.,"In year 11 shares in P Ltd to the value of £202,940 (73,000 shares at £2.78 each) are issued to V Ltd in part satisfaction of the right to deferred consideration. The market value of the remainder of the right in year 11 is agreed by Shares and Assets Valuation at £90,000.",False,148,326,True
CG58065,CG58065 TCGA92/S138A Does Not Apply: Example,CG58065 TCGA92/S138A Does Not Apply: Example,"Cash consideration plus value of right to receive deferred payments (£500,000 + £300,000)",COMPUTATIONS,False,77,88,True
CG58065,CG58065 TCGA92/S138A Does Not Apply: Example,CG58065 TCGA92/S138A Does Not Apply: Example,"This is the base cost and indexed pool of expenditure relating to the 80,000 shares in P Ltd acquired in year 10.",B) COST OF SHARES IN P LTD,False,87,114,True
CG58065,CG58065 TCGA92/S138A Does Not Apply: Example,CG58065 TCGA92/S138A Does Not Apply: Example,C) COMPUTATIONS WHEN DEFERRED CONSIDERATION RECEIVED,C) COST OF NOTIONAL SECURITY = RIGHT TO DEFERRED CONSIDERATION,False,10,37,True
CG58065,CG58065 TCGA92/S138A Does Not Apply: Example,CG58065 TCGA92/S138A Does Not Apply: Example,PART DISPOSALS OF RIGHT TO DEFERRED CONSIDERATION,D) COMPUTATIONS WHEN DEFERRED CONSIDERATION RECEIVED,False,3,35,True
CG58065,CG58065 TCGA92/S138A Does Not Apply: Example,CG58065 TCGA92/S138A Does Not Apply: Example,"From 30 November 1993, indexation is prevented from creating or increasing an allowable loss, see CG17700+.",E) SHARES IN P LTD,False,89,107,True
CG58065,CG58065 TCGA92/S138A Does Not Apply: Example,CG58065 TCGA92/S138A Does Not Apply: Example,D) SHARES IN P LTD,EXPLANATION,False,7,16,False
CG58065,CG58065 TCGA92/S138A Does Not Apply: Example,CG58065 TCGA92/S138A Does Not Apply: Example,EXPLANATION,The statutory reasons for the method of computation are;,False,45,62,True
CG58065,CG58065 TCGA92/S138A Does Not Apply: Example,CG58065 TCGA92/S138A Does Not Apply: Example,The existence of a cash alternative in the sale agreement means that the right falls outside the terms of TCGA92/S138A. This applies whether or not shares are actually received in satisfaction of the right.,A. CASH RECEIVED,False,190,202,True
CG58065,CG58065 TCGA92/S138A Does Not Apply: Example,CG58065 TCGA92/S138A Does Not Apply: Example,IMMEDIATE CHARGEABLE GAIN,The cash received is treated as a part-disposal of the old holding of T Ltd shares under TCGA92/S128(3). The apportionment of the base cost of the old holding is made on the basis of market value at the date of disposal (section 128(4) and TCGA92/S129).,False,228,265,True
CG58065,CG58065 TCGA92/S138A Does Not Apply: Example,CG58065 TCGA92/S138A Does Not Apply: Example,There is an immediate chargeable gain on both the cash element and the value of the right to receive deferred unascertainable consideration.,B. COST OF SHARES IN P LTD,False,114,144,True
CG58065,CG58065 TCGA92/S138A Does Not Apply: Example,CG58065 TCGA92/S138A Does Not Apply: Example,COST OF SHARES IN P LTD,V Ltd has acquired shares in P Ltd and a `notional security’ under the terms of section 138A. These are treated as two classes of shares. Together they form the `new holding’ under TCGA92/S127 as applied by TCGA92/S135(3).,False,199,224,True
CG58065,CG58065 TCGA92/S138A Does Not Apply: Example,CG58065 TCGA92/S138A Does Not Apply: Example,The normal rules of TCGA92/S135 apply to the immediate issue of shares in P Ltd in exchange for shares in T Ltd.,If the shares in P Ltd are not quoted the apportionment should be made by reference to market values at the date of a disposal of all or part of the new holding.,False,49,197,True
CG58065,CG58065 TCGA92/S138A Does Not Apply: Example,CG58065 TCGA92/S138A Does Not Apply: Example,COMPUTATIONS WHEN DEFERRED CONSIDERATION RECEIVED,D. RIGHT TO UNASCERTAINABLE DEFERRED CONSIDERATION,False,1,36,True
CG58065,CG58065 TCGA92/S138A Does Not Apply: Example,CG58065 TCGA92/S138A Does Not Apply: Example,Even though the deferred consideration is actually received in shares TCGA92/S138A does not apply.,The part satisfaction of the right to deferred consideration is a part disposal of the right. But because of section 138A it is treated as a conversion of securities within TCGA92/S132. Section 127 applies with the necessary adaptations to the part disposal and part of the base cost of the `notional security’ is transferred to the holding of shares in P Ltd.,False,262,384,True
CG58065,CG58065 TCGA92/S138A Does Not Apply: Example,CG58065 TCGA92/S138A Does Not Apply: Example,A chargeable gain or allowable loss is calculated for the part disposal of the right to receive deferred unascertainable consideration. As TCGA92/S138A does not apply the `right’ is not treated as a notional security and there is no exchange of securities.,The procedure for obtaining valuations of the right to unascertainable deferred consideration is described at CG14950.,False,138,208,True
CG58065,CG58065 TCGA92/S138A Does Not Apply: Example,CG58065 TCGA92/S138A Does Not Apply: Example,SHARES IN P LTD,E. SHARES IN P LTD,False,3,3,False
CG58065,CG58065 TCGA92/S138A Does Not Apply: Example,CG58065 TCGA92/S138A Does Not Apply: Example,"All of the acquired shares go into the same pool of shares. The 80,000 shares acquired in year 10 have their base cost (and indexation) calculated in accordance with the normal rules of TCGA92/S135. The shares to which TCGA92/S138A did not apply go into the pool at market value at the date of acquisition.",The shares in P Ltd which are acquired go into the TCGA92/S104 holding of shares of the same class. The base cost and indexed pool of expenditure is calculated in accordance with B and C above.,False,113,269,True
CG58070,CG58070 Right To Receive Qcbs,CG58070 Right To Receive Qcbs,Page amalgamated into CG58035,TCGA92/S138A,False,17,32,True
CG64555,CG64555 Two Or More Residences: Job Related Accommodation,CG64555 Two Or More Residences: Job Related Accommodation,"the individual and his spouse or civil partner are contractually required to reside in premises provided by another person from which they carry on a particular trade, profession or vocation.","the individual or his spouse or civil partner are contractually required to reside in premises provided by another person from which they carry on a particular trade, profession or vocation.",False,1,3,False
CH15500,CH15500 VAT: Retention Periods For Computer Records,CH15500 VAT: Retention Periods For Computer Records,"Where information is preserved on computer media, the person must be able to convert the data into a satisfactory, legible form on request, see CH13100 and CH13400. Accordingly, programs must be kept, or arrangements made to reconstruct data if programs are altered or upgraded.","Where information is preserved on computer media, the person must be able to convert the data into a satisfactory, legible form on request, see [Records produced by a computer system do not necessarily conform to the patterns of manual systems. Where you can establish a direct relationship between the two types of record keeping systems, and the person applies for a concession, you should apply the minimum retention periods shown in the table at CH15400. Otherwise, you should determine the documentation necessary to provide a satisfactory audit trail and the appropriate retention periods.",False,317,525,True
CH15500,CH15500 VAT: Retention Periods For Computer Records,CH15500 VAT: Retention Periods For Computer Records,"Josiah is currently using a program called “Records & Accounts version 2” but is eagerly awaiting version 3 of the program. If the data backup from version 2 is not compatible with version 3 then Josiah will need to keep the program disks for program 2 along with the data backup so that we may reconstruct the system later if needed. Alternatively, Josiah will need to make other arrangements so that he can access the data from version 2 if necessary.","Where information is preserved on computer media, the person must be able to convert the data into a satisfactory, legible form on request, see](https://www.gov.uk/hmrc-internal-manuals/compliance-handbook/ch13100) and CH13400. Accordingly, programs must be kept, or arrangements made to reconstruct data if programs are altered or upgraded.",False,112,708,True
CH15500,CH15500 VAT: Retention Periods For Computer Records,CH15500 VAT: Retention Periods For Computer Records,"This guidance is subject to any different requirements set out in a special scheme, see CH12400.",For example,False,85,94,True
CH81110,CH81110 The Four Types Of Inaccuracy,CH81110 The Four Types Of Inaccuracy,You must check the date from which these rules apply for the tax or duty you are dealing with. See CH81011 for full details.,You must check the date from which these rules apply for the tax or duty you are dealing with. See You must check the date from which these rules apply for the tax or duty you are dealing with. See for full details.,False,91,128,True
CH81110,CH81110 The Four Types Of Inaccuracy,CH81110 The Four Types Of Inaccuracy,See CH81080 where P later discovers that a document they have given us contains an inaccuracy.,See [You must check the date from which these rules apply for the tax or duty you are dealing with. See You must check the date from which these rules apply for the tax or duty you are dealing with. See for full details.,False,126,276,True
CH81110,CH81110 The Four Types Of Inaccuracy,CH81110 The Four Types Of Inaccuracy,"An inaccuracy in P’s document may be made because another person, see CH81165,",There are four types of inaccuracy.,False,43,88,True
CH81110,CH81110 The Four Types Of Inaccuracy,CH81110 The Four Types Of Inaccuracy,"deliberately gave P false information, or",An inaccuracy made by a person (P) in a document may be,False,14,69,True
CH81110,CH81110 The Four Types Of Inaccuracy,CH81110 The Four Types Of Inaccuracy,deliberately withheld information from P.,"made despite P taking reasonable care, see CH81120, in which case a penalty will not be due, see CH81130, or",False,67,110,True
CH81110,CH81110 The Four Types Of Inaccuracy,CH81110 The Four Types Of Inaccuracy,"In these circumstances P may not know that the document is inaccurate. You will have established that the other person acted deliberately. But you will also need to establish how P made the inaccuracy in their document, see CH81125.","careless if the inaccuracy is due to P’s failure to take reasonable care, see CH81140, or",False,143,227,True
CH81110,CH81110 The Four Types Of Inaccuracy,CH81110 The Four Types Of Inaccuracy,Penalties for inaccuracies are designed to address the behaviour that led to the inaccuracy. Not every inaccuracy will result in a penalty and penalties for deliberate inaccuracies will be higher than those for careless inaccuracies.,"deliberate but not concealed if the inaccuracy is deliberate on P’s part but P didn’t make arrangements to conceal it, see CH81150, or",False,99,225,True
CH81110,CH81110 The Four Types Of Inaccuracy,CH81110 The Four Types Of Inaccuracy,Within the deliberate category the law provides for higher penalties in the most serious cases where the person has taken steps to conceal the deliberate inaccuracy.,"deliberate and concealed if the inaccuracy is deliberate on P’s part and P made arrangements to conceal it, see CH81160.",False,45,179,True
CH81110,CH81110 The Four Types Of Inaccuracy,CH81110 The Four Types Of Inaccuracy,FA07/SCH24/PARA1A,See](https://www.gov.uk/hmrc-internal-manuals/compliance-handbook/ch81080) where P later discovers that a document they have given us contains an inaccuracy.,False,140,155,True
CH81110,CH81110 The Four Types Of Inaccuracy,CH81110 The Four Types Of Inaccuracy,FA07/SCH24/PARA3,"An inaccuracy in P’s document may be made because another person, see CH81165,",False,62,78,True
CH81120,CH81120 What Is Reasonable Care,CH81120 What Is Reasonable Care,You must check the date from which these rules apply for the tax or duty you are dealing with. See CH81011 for full details.,You must check the date from which these rules apply for the tax or duty you are dealing with. See [ ,False,23,25,True
CH81120,CH81120 What Is Reasonable Care,CH81120 What Is Reasonable Care,FA07/SCH24/PARA3 (1)(a),"Please note that special rules apply when considering what is reasonable care for inaccuracies relating to avoidance arrangements in a document submitted on or after 16 November 2017, which relates to a tax period that began on or after 6 April 2017 and ended after 15 November 2017. For further guidance see CH81122.",False,294,322,True
CH81130,CH81130 Inaccuracy Despite Taking Reasonable Care,CH81130 Inaccuracy Despite Taking Reasonable Care,You must check the date from which these rules apply for the tax or duty you are dealing with. See CH81011 for full details.,You must check the date from which these rules apply for the tax or duty you are dealing with. See [,False,24,25,True
CH81130,CH81130 Inaccuracy Despite Taking Reasonable Care,CH81130 Inaccuracy Despite Taking Reasonable Care,"For practical examples of an inaccuracy despite taking reasonable care, see CH81131.",the effect of the inaccuracies is not significant in relation to the person’s overall tax liability for the relevant tax period.,False,44,128,True
CH81131,CH81131 Inaccuracy Despite Taking Reasonable Care No Penalty Due - Examples,CH81131 Inaccuracy Despite Taking Reasonable Care No Penalty Due - Examples,You must check the date from which these rules apply for the tax or duty you are dealing with. See CH81011 for full details.,You must check the date from which these rules apply for the tax or duty you are dealing with. See You must check the date from which these rules apply for the tax or duty you are dealing with. See for full details.,False,91,128,True
CH81160,CH81160 Deliberate And Concealed Inaccuracy,CH81160 Deliberate And Concealed Inaccuracy,You must check the date from which these rules apply for the tax or duty you are dealing with. See CH81011 for full details.,You must check the date from which these rules apply for the tax or duty you are dealing with. See You must check the date from which these rules apply for the tax or duty you are dealing with. See for full details.,False,91,128,True
CH81161,CH81161 Examples Of Deliberate And Concealed,CH81161 Examples Of Deliberate And Concealed,You must check the date from which these rules apply for the tax or duty you are dealing with. See CH81011 for full details.,You must check the date from which these rules apply for the tax or duty you are dealing with. See You must check the date from which these rules apply for the tax or duty you are dealing with. See for full details.,False,91,128,True
CH81170,CH81170 Under- Assessment By HMRC,CH81170 Under- Assessment By HMRC,You must check the date from which these rules apply for the tax or duty you are dealing with. See CH81011 for full details.,You must check the date from which these rules apply for the tax or duty you are dealing with. See You must check the date from which these rules apply for the tax or duty you are dealing with. See for full details.,False,91,128,True
CH82200,CH82200 Grouping Inaccuracies,CH82200 Grouping Inaccuracies,You must check the date from which these rules apply for the tax or duty you are dealing with. See CH81011 for full details.,You must check the date from which these rules apply for the tax or duty you are dealing with. See You must check the date from which these rules apply for the tax or duty you are dealing with. See for full details.,False,91,128,True
CH82370,CH82370 Losses Where There Is No Reasonable Prospect Of Use,CH82370 Losses Where There Is No Reasonable Prospect Of Use,You must check the date from which these rules apply for the tax or duty you are dealing with. See CH81011 for full details.,You must check the date from which these rules apply for the tax or duty you are dealing with. See You must check the date from which these rules apply for the tax or duty you are dealing with. See for full details.,False,91,128,True
CH82371,CH82371 Example - Losses - No Reasonable Prospect Of Use,CH82371 Example - Losses - No Reasonable Prospect Of Use,You must check the date from which these rules apply for the tax or duty you are dealing with. See CH81011 for full details.,You must check the date from which these rules apply for the tax or duty you are dealing with. See You must check the date from which these rules apply for the tax or duty you are dealing with. See for full details.,False,91,128,True
CH82470,CH82470 Maximum And Minimum Penalties For Each Type Of Behaviour,CH82470 Maximum And Minimum Penalties For Each Type Of Behaviour,###  For example,Prompted disclosure,False,3,23,True
CH82470,CH82470 Maximum And Minimum Penalties For Each Type Of Behaviour,CH82470 Maximum And Minimum Penalties For Each Type Of Behaviour,"For a deliberate but not concealed inaccuracy of which there is an unprompted disclosure, the maximum penalty is 70% and the minimum penalty is 20%. The extent of the quality of disclosure reduction, CH82430, gives the point between the maximum 70% and the minimum 20% at which the penalty lies.",For a prompted disclosure each penalty can be reduced by up to half of the maximum penalty.,False,204,293,True
CH82470,CH82470 Maximum And Minimum Penalties For Each Type Of Behaviour,CH82470 Maximum And Minimum Penalties For Each Type Of Behaviour,FA07/SCH24/PARA10,"The following tables show the standard maximum and the minimum penalties for each type of inaccuracy dependent on the type of disclosure, unprompted or prompted. However, higher maximum and minimum penalties may apply where the inaccuracy involves an offshore matter and the tax at stake is income tax or capital gains tax, see CH82480+.",False,320,337,True
CH82511,CH82511 Unprompted Disclosure Calculation Example,CH82511 Unprompted Disclosure Calculation Example,You must check the date from which these rules apply for the tax or duty you are dealing with. See CH81011 for full details.,You must check the date from which these rules apply for the tax or duty you are dealing with. See You must check the date from which these rules apply for the tax or duty you are dealing with. See for full details.,False,91,128,True
CH82512,CH82512 Prompted Disclosure Calculation Example,CH82512 Prompted Disclosure Calculation Example,You must check the date from which these rules apply for the tax or duty you are dealing with. See CH81011 for full details.,You must check the date from which these rules apply for the tax or duty you are dealing with. See You must check the date from which these rules apply for the tax or duty you are dealing with. See for full details.,False,91,128,True
CH84720,CH84720 Partnerships And SA,CH84720 Partnerships And SA,You must check the date from which these rules apply for the tax or duty you are dealing with. See CH81011 for full details.,You must check the date from which these rules apply for the tax or duty you are dealing with. See You must check the date from which these rules apply for the tax or duty you are dealing with. See for full details.,False,91,128,True
CH84730,CH84730 Liable Partners,CH84730 Liable Partners,You must check the date from which these rules apply for the tax or duty you are dealing with. See CH81011 for full details.,You must check the date from which these rules apply for the tax or duty you are dealing with. See  You must check the date from which these rules apply for the tax or duty you are dealing with. See for full details.,False,92,127,True
CH84730,CH84730 Liable Partners,CH84730 Liable Partners,"The standard amount of the penalty, see CH82110 onwards","The standard amount of the penalty, see [ You must check the date from which these rules apply for the tax or duty you are dealing with. See  You must check the date from which these rules apply for the tax or duty you are dealing with. See for full details.",False,203,222,True
CH84730,CH84730 Liable Partners,CH84730 Liable Partners,"Potential lost revenue, see CH82150 onwards","Normally it is the nominated partner who submits the partnership return. But if the partnership has not made a nomination, the notice to file the partnership return may name a particular partner.",False,152,182,True
CH84730,CH84730 Liable Partners,CH84730 Liable Partners,"Multiple inaccuracies, see CH82250",The penalties for inaccuracies will apply to each partner where the nominated or named partner sends us an incorrect SA partnership return.,False,105,119,True
CH84730,CH84730 Liable Partners,CH84730 Liable Partners,"Losses, see CH82300","An inaccuracy in a partnership return may affect the amount of tax payable by some or all of the partners and not simply the nominated partner. Where that happens, the nominated partner and those other partners will each be liable to a penalty for the inaccuracy in the partnership return. This is referred to as a ‘partner’s penalty’.",False,316,330,True
CH84730,CH84730 Liable Partners,CH84730 Liable Partners,"Delayed tax, see CH82380","There is no question of any double counting of penalties both at partnership and individual level. This is because the partnership as a whole is not liable to tax, and therefore a penalty, on the partnership profits.",False,192,205,True
CH84730,CH84730 Liable Partners,CH84730 Liable Partners,"Reduction for disclosure, see CH82400",The following guidance applies to the penalty payable by the nominated partner and those ‘partners penalties’ payable by any of their partners.,False,106,147,True
CH84730,CH84730 Liable Partners,CH84730 Liable Partners,"Special reductions, see CH82490","The standard amount of the penalty, see](https://www.gov.uk/hmrc-internal-manuals/compliance-handbook/ch82110) onwards",False,87,115,True
CH84730,CH84730 Liable Partners,CH84730 Liable Partners,"Interaction with other penalties, see CH84950","Potential lost revenue, see [ You must check the date from which these rules apply for the tax or duty you are dealing with. See  You must check the date from which these rules apply for the tax or duty you are dealing with. See for full details.",False,201,256,True
CH84730,CH84730 Liable Partners,CH84730 Liable Partners,"Penalty assessments and suspension, see CH83000","Normally it is the nominated partner who submits the partnership return. But if the partnership has not made a nomination, the notice to file the partnership return may name a particular partner.",False,148,179,True
CH84730,CH84730 Liable Partners,CH84730 Liable Partners,"Officers of companies, see CH84600.",The penalties for inaccuracies will apply to each partner where the nominated or named partner sends us an incorrect SA partnership return.,False,104,149,True
CH84730,CH84730 Liable Partners,CH84730 Liable Partners,FA07/SCH24/PARA20,"An inaccuracy in a partnership return may affect the amount of tax payable by some or all of the partners and not simply the nominated partner. Where that happens, the nominated partner and those other partners will each be liable to a penalty for the inaccuracy in the partnership return. This is referred to as a ‘partner’s penalty’.",False,318,335,True
CH84740,CH84740 Calculating Potential Lost Revenue,CH84740 Calculating Potential Lost Revenue,You must check the date from which these rules apply for the tax or duty you are dealing with. See CH81011 for full details.,You must check the date from which these rules apply for the tax or duty you are dealing with. See  You must check the date from which these rules apply for the tax or duty you are dealing with. See for full details.,False,92,127,True
